"","Z1","Z2","Z3","Z4","Z5","Y","X"
"1",-0.626453810742332,-0.0336368549143859,1.13496508865819,-0.88614958536232,0.739114919951308,0.0567165857469338,1
"2",0.183643324222082,1.61196532944102,1.11193184503695,-1.9222548962705,0.386608728066216,0.269714494444967,1
"3",-0.835628612410047,0.107712552499357,-0.870777633605343,1.61970074406333,1.29639717227091,0.736690193903957,0
"4",1.59528080213779,-1.64363277745094,0.210731585072843,0.519269904664384,-0.803558357507768,0.445076072166352,0
"5",0.329507771815361,-2.06923224837329,0.0693956473744585,-0.055849931834021,-1.60262566858643,-0.64293203439046,0
"6",-0.820468384118015,-0.518331085745045,-1.66264885284192,0.696417610118512,0.933250970552304,0.217101191430374,1
"7",0.487429052428485,-0.897644004849633,0.81083998017723,0.0535156788292137,1.80608925390866,0.452140630273265,0
"8",0.738324705129217,-0.152772708325122,-1.91234579604708,-1.31028349719307,-0.0565036325646403,-1.76778353544093,0
"9",0.575781351653492,0.663595677587476,-1.24675342879504,-2.12306605809801,1.88591131889724,-2.38726279733959,0
"10",-0.305388387156356,2.26536564245258,0.998154445057314,-0.208078589007654,1.57838342842404,-0.0546017400651997,1
"11",1.51178116845085,-2.13209659649686,-0.540872744514261,-0.312786579520356,0.502284624314142,0.165221814416671,1
"12",0.389843236411431,-1.67266601728136,-0.216375790780247,-1.05823570968124,0.429914212555579,-0.84152028989476,1
"13",-0.621240580541804,-1.15318911810258,-1.62193729284198,0.417223595566457,-1.26564552888479,-1.45048421813384,0
"14",-2.2146998871775,-0.370432189929463,-1.45096396539936,-0.315451534215849,2.23623233054553,-1.40135617665389,1
"15",1.12493091814311,-0.17670143587432,0.35090973068782,0.82554913408199,0.331968377856512,0.124289547315239,0
"16",-0.0449336090152309,-0.21315090360768,-0.174546928731224,1.29127203757818,-0.139282385567736,1.47371712452205,1
"17",-0.0161902630989461,-1.04732374175992,-0.591428470216157,-0.625104977916382,-0.734593825625815,-1.57040081852081,1
"18",0.943836210685299,0.313331853857511,-1.33402726089608,-0.87514675454924,-2.77759276392393,-0.950411710885879,0
"19",0.821221195098089,-1.70366766737512,-1.09729850119228,0.14335694280806,-0.322853958783463,-2.03167313070531,0
"20",0.593901321217509,1.77886888351956,2.03610360936432,1.42518963325776,-1.03558647376593,2.19491249150827,0
"21",0.918977371608218,-0.920782336194667,-0.326489593374826,-1.7347494260304,0.0547526501967002,0.0566548090421535,1
"22",0.782136300731067,-0.405821574266632,0.77400521202148,-0.837404647022428,1.54368491874942,0.0676776319308131,1
"23",0.0745649833651906,-0.0366425533994164,0.78500640067928,-0.715752615389938,0.964446254365306,1.40088313249864,1
"24",-1.98935169586337,-0.631061380475493,0.763246080345894,0.374820958042662,-1.83230284878881,-0.0225226364655808,0
"25",0.61982574789471,-0.0407857655592874,0.294808759565037,2.38332796196972,0.132961342686625,0.0620203951766648,0
"26",-0.0561287395290008,-0.868727498324302,-1.25235592417266,-0.46391296156182,-1.03340203846113,1.29368127535209,1
"27",-0.155795506705329,-0.357048439893751,-1.00950375276966,-0.426500402118622,-1.72828721339192,1.15258087454044,0
"28",-1.47075238389927,2.3466576163732,0.751391194545935,-1.7030952143982,-1.15987103180553,3.39700474223275,1
"29",-0.47815005510862,-2.57681108021521,-1.30835351258276,-1.04149735602985,-1.39344360096616,-0.0652754180645156,1
